COUNTRY_NAME,YEAR_OF_MATCH,HOME_TEAM_GOAL,AWAY_TEAM_GOAL
Belgium,2008,0,1
Belgium,2008,1,0
Belgium,2008,1,2
Belgium,2008,2,0
Belgium,2008,0,1
Belgium,2008,1,0
Belgium,2008,0,1
Belgium,2008,0,0
Belgium,2008,2,0
Belgium,2008,2,1
Belgium,2008,2,0
Belgium,2008,1,0
Belgium,2008,1,2
Belgium,2008,1,1
Belgium,2008,4,1
Belgium,2008,1,2
Belgium,2008,2,2
Belgium,2008,2,1
Belgium,2008,2,1
Belgium,2008,1,1
Belgium,2008,4,1
Belgium,2008,1,1
Belgium,2008,0,1
Belgium,2008,0,0
Belgium,2008,2,1
Belgium,2008,3,2
Belgium,2008,3,1
Belgium,2008,2,1
Belgium,2008,4,0
Belgium,2008,2,0
Belgium,2008,2,4
Belgium,2008,1,3
Belgium,2008,2,0
Belgium,2008,0,1
Belgium,2008,1,2
Belgium,2008,7,1
Belgium,2008,0,0
Belgium,2008,0,0
Belgium,2008,1,1
Belgium,2008,1,2
Belgium,2008,3,0
Belgium,2008,0,3
Belgium,2008,2,2
Belgium,2008,4,1
Belgium,2009,2,2
Belgium,2009,1,2
Belgium,2009,1,3
Belgium,2009,1,1
Belgium,2009,0,2
Belgium,2009,4,1
Belgium,2009,1,1
Belgium,2009,4,2
Belgium,2009,1,0
Belgium,2009,1,2
Belgium,2009,3,3
Belgium,2009,2,0
Belgium,2009,3,2
Belgium,2009,3,1
Belgium,2009,1,0
Belgium,2009,2,0
Belgium,2009,1,2
Belgium,2009,4,0
Belgium,2009,1,1
Belgium,2009,2,0
Belgium,2009,2,0
Belgium,2009,1,1
Belgium,2009,1,2
Belgium,2009,1,1
Belgium,2009,1,1
Belgium,2009,0,2
Belgium,2009,0,2
Belgium,2009,2,3
Belgium,2009,1,0
Belgium,2009,2,0
Belgium,2009,2,0
Belgium,2009,2,2
Belgium,2009,0,1
Belgium,2009,2,0
Belgium,2009,2,2
Belgium,2009,3,1
Belgium,2009,0,2
Belgium,2009,0,2
Belgium,2009,2,1
Belgium,2009,0,0
Belgium,2009,2,0
Belgium,2009,4,1
Belgium,2009,1,2
Belgium,2009,3,1
Belgium,2009,1,1
Belgium,2009,4,1
Belgium,2009,2,1
Belgium,2009,2,1
Belgium,2009,1,0
Belgium,2009,1,0
Belgium,2009,1,0
Belgium,2009,2,0
Belgium,2009,1,0
Belgium,2009,3,1
Belgium,2009,2,0
Belgium,2009,3,0
Belgium,2009,2,2
Belgium,2009,0,0
Belgium,2009,0,0
Belgium,2009,1,3
Belgium,2009,0,1
Belgium,2009,1,0
Belgium,2009,2,5
Belgium,2009,1,1
Belgium,2009,0,1
Belgium,2009,0,2
Belgium,2009,1,0
Belgium,2009,2,1
Belgium,2009,0,2
Belgium,2009,0,0
Belgium,2010,3,2
Belgium,2009,2,2
Belgium,2010,2,3
Belgium,2009,0,1
Belgium,2009,1,1
Belgium,2010,1,0
Belgium,2009,1,2
Belgium,2009,2,0
Belgium,2009,3,2
Belgium,2009,0,0
Belgium,2009,2,2
Belgium,2009,2,1
Belgium,2009,1,1
Belgium,2009,1,1
Belgium,2009,2,1
Belgium,2009,2,0
Belgium,2009,5,2
Belgium,2009,1,0
Belgium,2009,3,0
Belgium,2009,2,2
Belgium,2009,1,0
Belgium,2009,2,1
Belgium,2009,0,0
Belgium,2009,2,0
Belgium,2009,2,0
Belgium,2009,1,4
Belgium,2009,1,0
Belgium,2009,0,4
Belgium,2010,2,1
Belgium,2010,0,4
Belgium,2010,2,1
Belgium,2010,1,3
Belgium,2010,2,2
Belgium,2010,1,2
Belgium,2010,1,4
Belgium,2010,2,0
Belgium,2010,2,0
Belgium,2010,1,0
Belgium,2010,1,4
Belgium,2010,3,0
Belgium,2010,0,0
Belgium,2010,0,0
Belgium,2010,3,1
Belgium,2010,0,1
Belgium,2010,4,1
Belgium,2010,0,2
Belgium,2010,1,2
Belgium,2010,1,1
Belgium,2010,0,5
Belgium,2010,1,2
Belgium,2010,1,0
Belgium,2010,1,1
Belgium,2010,2,0
Belgium,2010,2,1
Belgium,2010,2,1
Belgium,2010,1,1
Belgium,2010,1,0
Belgium,2010,0,2
Belgium,2010,4,0
Belgium,2010,1,1
Belgium,2010,2,1
Belgium,2010,0,2
Belgium,2010,1,1
Belgium,2010,2,1
Belgium,2010,2,0
Belgium,2010,3,1
Belgium,2010,1,1
Belgium,2010,0,1
Belgium,2010,3,1
Belgium,2010,4,0
Belgium,2010,1,1
Belgium,2010,0,0
Belgium,2010,1,0
Belgium,2010,1,0
Belgium,2010,1,1
Belgium,2010,1,2
Belgium,2010,1,1
Belgium,2010,1,0
Belgium,2010,2,0
Belgium,2010,2,0
Belgium,2010,1,1
Belgium,2010,2,1
Belgium,2010,3,1
Belgium,2010,2,1
Belgium,2009,3,0
Belgium,2009,1,1
Belgium,2009,1,0
Belgium,2009,2,2
Belgium,2009,1,2
Belgium,2009,2,1
Belgium,2009,1,5
Belgium,2010,0,2
Belgium,2010,1,1
Belgium,2010,3,1
Belgium,2010,0,4
Belgium,2010,2,1
Belgium,2010,0,0
Belgium,2010,1,4
Belgium,2009,2,2
Belgium,2009,1,1
Belgium,2009,2,1
Belgium,2009,0,2
Belgium,2009,4,1
Belgium,2009,0,1
Belgium,2009,1,3
Belgium,2009,1,1
Belgium,2009,1,1
Belgium,2009,2,3
Belgium,2009,1,0
Belgium,2009,0,2
Belgium,2009,1,3
Belgium,2009,1,2
Belgium,2009,1,1
Belgium,2009,3,0
Belgium,2009,2,1
Belgium,2009,0,2
Belgium,2009,0,4
Belgium,2009,5,1
Belgium,2009,2,1
Belgium,2009,1,1
Belgium,2009,1,2
Belgium,2009,1,2
Belgium,2009,1,3
Belgium,2009,0,1
Belgium,2009,3,2
Belgium,2009,1,4
Belgium,2009,3,1
Belgium,2009,1,1
Belgium,2009,2,4
Belgium,2009,1,2
Belgium,2009,1,2
Belgium,2009,1,2
Belgium,2009,1,0
Belgium,2009,1,0
Belgium,2009,1,1
Belgium,2009,3,1
Belgium,2009,1,0
Belgium,2009,4,1
Belgium,2009,0,2
Belgium,2009,2,0
Belgium,2010,1,0
Belgium,2010,1,0
Belgium,2010,2,0
Belgium,2010,0,1
Belgium,2010,4,1
Belgium,2010,1,1
Belgium,2010,1,1
Belgium,2010,2,1
Belgium,2010,3,2
Belgium,2010,5,1
Belgium,2010,1,2
Belgium,2010,1,1
Belgium,2010,1,0
Belgium,2010,3,1
Belgium,2010,2,2
Belgium,2010,0,1
Belgium,2010,2,0
Belgium,2010,4,2
Belgium,2010,1,1
Belgium,2010,2,3
Belgium,2010,1,2
Belgium,2010,6,0
Belgium,2010,1,1
Belgium,2010,1,0
Belgium,2010,2,0
Belgium,2010,2,1
Belgium,2010,3,2
Belgium,2010,1,0
Belgium,2010,1,0
Belgium,2010,5,1
Belgium,2010,0,0
Belgium,2010,2,1
Belgium,2010,2,2
Belgium,2010,3,1
Belgium,2010,1,2
Belgium,2010,0,0
Belgium,2010,1,1
Belgium,2010,0,0
Belgium,2010,2,2
Belgium,2010,2,1
Belgium,2010,2,2
Belgium,2010,1,3
Belgium,2010,0,3
Belgium,2010,4,0
Belgium,2010,2,0
Belgium,2010,2,2
Belgium,2010,1,1
Belgium,2010,0,1
Belgium,2010,2,0
Belgium,2010,1,2
Belgium,2010,3,0
Belgium,2010,0,1
Belgium,2010,1,1
Belgium,2010,0,1
Belgium,2010,3,0
Belgium,2011,0,1
Belgium,2010,0,1
Belgium,2010,4,4
Belgium,2010,0,1
Belgium,2010,2,0
Belgium,2010,1,3
Belgium,2010,3,1
Belgium,2010,1,2
Belgium,2010,3,1
Belgium,2010,4,1
Belgium,2010,7,0
Belgium,2010,1,2
Belgium,2010,2,1
Belgium,2011,0,0
Belgium,2010,0,0
Belgium,2010,1,1
Belgium,2010,1,1
Belgium,2010,4,3
Belgium,2010,0,1
Belgium,2010,1,0
Belgium,2010,1,2
Belgium,2011,0,3
Belgium,2010,2,1
Belgium,2011,2,1
Belgium,2010,0,3
Belgium,2010,0,0
Belgium,2010,1,0
Belgium,2010,2,1
Belgium,2010,5,1
Belgium,2010,3,1
Belgium,2010,0,1
Belgium,2010,1,1
Belgium,2010,1,3
Belgium,2010,4,1
Belgium,2010,0,4
Belgium,2010,0,0
Belgium,2010,1,2
Belgium,2010,0,0
Belgium,2010,1,1
Belgium,2010,1,4
Belgium,2010,0,1
Belgium,2010,0,2
Belgium,2011,2,2
Belgium,2011,0,1
Belgium,2010,2,0
Belgium,2011,2,1
Belgium,2010,2,1
Belgium,2010,1,1
Belgium,2010,1,0
Belgium,2010,6,0
Belgium,2010,0,2
Belgium,2011,1,1
Belgium,2011,2,0
Belgium,2011,1,0
Belgium,2011,0,2
Belgium,2011,1,2
Belgium,2010,1,0
Belgium,2010,5,0
Belgium,2011,3,0
Belgium,2010,0,0
Belgium,2011,0,3
Belgium,2010,2,2
Belgium,2010,2,2
Belgium,2010,0,2
Belgium,2010,2,1
Belgium,2011,2,0
Belgium,2011,2,1
Belgium,2011,3,2
Belgium,2011,3,0
Belgium,2011,0,0
Belgium,2011,1,4
Belgium,2011,3,0
Belgium,2011,3,0
Belgium,2011,1,0
Belgium,2011,2,1
Belgium,2011,1,1
Belgium,2011,0,1
Belgium,2011,0,2
Belgium,2011,2,1
Belgium,2011,0,0
Belgium,2011,1,0
Belgium,2011,2,0
Belgium,2011,4,1
Belgium,2011,1,0
Belgium,2011,1,1
Belgium,2011,2,0
Belgium,2011,0,1
Belgium,2011,2,1
Belgium,2011,0,1
Belgium,2011,2,0
Belgium,2011,1,0
Belgium,2011,0,2
Belgium,2011,1,1
Belgium,2011,1,1
Belgium,2011,0,1
Belgium,2011,3,1
Belgium,2011,2,2
Belgium,2011,2,1
Belgium,2011,4,1
Belgium,2011,1,0
Belgium,2011,3,1
Belgium,2011,1,1
Belgium,2011,1,0
Belgium,2011,0,0
Belgium,2011,2,0
Belgium,2011,1,1
Belgium,2011,2,2
Belgium,2011,1,0
Belgium,2011,2,1
Belgium,2011,3,0
Belgium,2011,1,1
Belgium,2011,1,1
Belgium,2011,0,1
Belgium,2011,4,1
Belgium,2011,1,0
Belgium,2011,0,2
Belgium,2011,1,1
Belgium,2011,1,2
Belgium,2011,0,2
Belgium,2011,1,1
Belgium,2011,1,1
Belgium,2010,4,0
Belgium,2010,3,3
Belgium,2010,2,1
Belgium,2010,5,0
Belgium,2010,2,0
Belgium,2010,1,0
Belgium,2010,1,1
Belgium,2010,3,1
Belgium,2011,3,2
Belgium,2011,1,0
Belgium,2011,0,2
Belgium,2011,2,2
Belgium,2011,2,0
Belgium,2011,0,0
Belgium,2011,2,2
Belgium,2011,0,1
Belgium,2010,1,2
Belgium,2010,0,0
Belgium,2010,1,0
Belgium,2010,4,0
Belgium,2010,1,3
Belgium,2010,0,3
Belgium,2010,1,2
Belgium,2010,1,4
Belgium,2010,0,0
Belgium,2010,1,0
Belgium,2010,1,0
Belgium,2010,4,1
Belgium,2010,2,0
Belgium,2010,0,0
Belgium,2010,1,2
Belgium,2010,1,1
Belgium,2010,2,2
Belgium,2010,2,0
Belgium,2010,1,0
Belgium,2010,0,2
Belgium,2010,0,0
Belgium,2010,3,1
Belgium,2010,1,0
Belgium,2010,2,2
Belgium,2010,3,0
Belgium,2010,5,3
Belgium,2010,3,1
Belgium,2010,0,5
Belgium,2010,1,0
Belgium,2010,0,1
Belgium,2010,2,0
Belgium,2010,4,2
Belgium,2010,4,0
Belgium,2010,2,1
Belgium,2010,0,2
Belgium,2010,4,3
Belgium,2010,3,2
Belgium,2010,1,2
Belgium,2010,2,2
Belgium,2010,1,1
Belgium,2010,5,0
Belgium,2010,2,0
Belgium,2010,3,0
Belgium,2010,2,1
Belgium,2010,0,1
Belgium,2010,0,1
Belgium,2010,1,2
Belgium,2010,2,1
Belgium,2011,2,1
Belgium,2011,1,1
Belgium,2011,3,1
Belgium,2011,0,1
Belgium,2011,0,0
Belgium,2011,1,1
Belgium,2011,2,1
Belgium,2011,5,0
Belgium,2011,2,0
Belgium,2011,5,0
Belgium,2011,2,4
Belgium,2011,1,2
Belgium,2011,1,1
Belgium,2011,3,1
Belgium,2011,1,2
Belgium,2011,3,1
Belgium,2011,1,0
Belgium,2011,2,0
Belgium,2011,3,1
Belgium,2011,2,2
Belgium,2011,2,1
Belgium,2011,0,2
Belgium,2011,1,2
Belgium,2011,2,0
Belgium,2011,4,5
Belgium,2011,4,0
Belgium,2011,1,1
Belgium,2011,1,1
Belgium,2011,3,2
Belgium,2011,1,4
Belgium,2011,1,0
Belgium,2011,1,1
Belgium,2011,2,1
Belgium,2011,2,2
Belgium,2011,6,2
Belgium,2011,2,0
Belgium,2011,0,0
Belgium,2011,3,1
Belgium,2011,2,4
Belgium,2011,1,0
Belgium,2011,1,0
Belgium,2011,3,1
Belgium,2011,3,0
Belgium,2011,1,3
Belgium,2011,1,1
Belgium,2011,0,4
Belgium,2011,1,1
Belgium,2011,2,1
Belgium,2011,3,2
Belgium,2011,2,0
Belgium,2011,0,1
Belgium,2011,2,1
Belgium,2011,2,3
Belgium,2011,0,1
Belgium,2011,2,1
Belgium,2011,1,1
Belgium,2011,0,0
Belgium,2011,0,0
Belgium,2011,2,0
Belgium,2011,2,3
Belgium,2011,1,1
Belgium,2011,2,2
Belgium,2011,0,1
Belgium,2011,1,2
Belgium,2011,1,0
Belgium,2011,4,0
Belgium,2011,2,2
Belgium,2011,1,1
Belgium,2011,1,0
Belgium,2011,2,1
Belgium,2011,0,2
Belgium,2011,0,1
Belgium,2011,3,2
Belgium,2011,0,0
Belgium,2011,0,0
Belgium,2011,2,3
Belgium,2011,3,1
Belgium,2011,2,0
Belgium,2011,3,1
Belgium,2011,0,1
Belgium,2011,1,0
Belgium,2011,4,2
Belgium,2011,3,1
Belgium,2011,0,0
Belgium,2011,0,0
Belgium,2011,2,0
Belgium,2011,2,2
Belgium,2011,1,1
Belgium,2011,3,1
Belgium,2011,3,1
Belgium,2011,2,2
Belgium,2011,3,3
Belgium,2011,2,1
Belgium,2011,0,0
Belgium,2011,0,0
Belgium,2011,1,1
Belgium,2012,3,0
Belgium,2012,6,1
Belgium,2012,0,0
Belgium,2012,1,1
Belgium,2012,1,1
Belgium,2012,4,1
Belgium,2012,2,1
Belgium,2012,3,1
Belgium,2012,0,1
Belgium,2012,2,1
Belgium,2012,0,0
Belgium,2012,4,0
Belgium,2012,2,0
Belgium,2012,0,1
Belgium,2012,2,2
Belgium,2012,0,0
Belgium,2012,3,0
Belgium,2012,3,1
Belgium,2012,2,1
Belgium,2012,0,3
Belgium,2012,0,2
Belgium,2012,3,2
Belgium,2012,2,2
Belgium,2012,1,0
Belgium,2012,5,0
Belgium,2012,6,0
Belgium,2012,0,0
Belgium,2012,3,2
Belgium,2012,0,0
Belgium,2012,0,2
Belgium,2012,0,2
Belgium,2012,0,1
Belgium,2012,5,1
Belgium,2012,4,2
Belgium,2012,0,1
Belgium,2012,3,1
Belgium,2012,3,1
Belgium,2012,0,0
Belgium,2012,0,2
Belgium,2012,2,3
Belgium,2012,1,2
Belgium,2012,0,1
Belgium,2012,1,3
Belgium,2012,3,2
Belgium,2012,2,2
Belgium,2012,2,1
Belgium,2012,1,3
Belgium,2012,1,0
Belgium,2012,2,1
Belgium,2012,3,1
Belgium,2012,1,1
Belgium,2012,4,2
Belgium,2012,2,3
Belgium,2012,1,1
Belgium,2012,2,1
Belgium,2012,1,2
Belgium,2012,0,0
Belgium,2012,3,0
Belgium,2012,2,1
Belgium,2012,2,5
Belgium,2012,0,0
Belgium,2012,1,3
Belgium,2012,1,0
Belgium,2012,2,0
Belgium,2012,1,0
Belgium,2012,4,0
Belgium,2012,1,0
Belgium,2012,0,0
Belgium,2012,4,0
Belgium,2012,3,2
Belgium,2012,0,2
Belgium,2012,4,2
Belgium,2012,4,0
Belgium,2012,3,1
Belgium,2012,2,2
Belgium,2012,2,2
Belgium,2012,2,0
Belgium,2012,1,1
Belgium,2012,3,2
Belgium,2012,1,2
Belgium,2011,1,0
Belgium,2011,2,2
Belgium,2011,3,1
Belgium,2011,3,1
Belgium,2011,0,1
Belgium,2011,2,0
Belgium,2011,2,1
Belgium,2011,4,2
Belgium,2012,1,0
Belgium,2012,2,1
Belgium,2012,3,1
Belgium,2012,3,1
Belgium,2012,1,0
Belgium,2012,2,0
Belgium,2012,1,2
Belgium,2012,2,1
Belgium,2011,3,1
Belgium,2011,0,2
Belgium,2011,1,1
Belgium,2011,1,2
Belgium,2011,1,1
Belgium,2011,2,3
Belgium,2011,3,2
Belgium,2011,2,2
Belgium,2011,1,1
Belgium,2011,0,0
Belgium,2011,1,0
Belgium,2011,1,1
Belgium,2011,0,1
Belgium,2011,4,0
Belgium,2011,3,1
Belgium,2011,1,3
Belgium,2011,2,0
Belgium,2011,1,0
Belgium,2011,3,4
Belgium,2011,1,3
Belgium,2011,3,1
Belgium,2011,1,2
Belgium,2011,2,1
Belgium,2011,1,1
Belgium,2011,3,0
Belgium,2011,0,1
Belgium,2011,2,0
Belgium,2011,1,2
Belgium,2011,2,0
Belgium,2011,5,1
Belgium,2011,2,0
Belgium,2011,0,0
Belgium,2011,2,1
Belgium,2011,3,2
Belgium,2011,0,0
Belgium,2011,3,4
Belgium,2011,1,0
Belgium,2011,1,1
Belgium,2011,0,2
Belgium,2011,0,0
Belgium,2011,2,0
Belgium,2011,0,1
Belgium,2011,6,1
Belgium,2011,1,1
Belgium,2011,1,0
Belgium,2011,3,3
Belgium,2011,1,1
Belgium,2011,2,2
Belgium,2012,1,1
Belgium,2012,2,4
Belgium,2012,5,2
Belgium,2012,0,1
Belgium,2012,4,2
Belgium,2012,3,1
Belgium,2012,2,0
Belgium,2012,3,3
Belgium,2012,1,1
Belgium,2012,2,1
Belgium,2012,2,2
Belgium,2012,0,4
Belgium,2012,3,1
Belgium,2012,2,2
Belgium,2012,0,2
Belgium,2012,2,2
Belgium,2012,2,0
Belgium,2012,3,0
Belgium,2012,0,1
Belgium,2012,0,3
Belgium,2012,4,1
Belgium,2012,0,1
Belgium,2012,3,1
Belgium,2012,1,2
Belgium,2012,2,3
Belgium,2012,2,1
Belgium,2012,2,0
Belgium,2012,1,3
Belgium,2012,2,0
Belgium,2012,1,1
Belgium,2012,3,0
Belgium,2012,0,2
Belgium,2012,5,0
Belgium,2012,0,2
Belgium,2012,4,1
Belgium,2012,3,1
Belgium,2012,2,0
Belgium,2012,3,2
Belgium,2012,1,0
Belgium,2012,3,1
Belgium,2012,0,1
Belgium,2012,2,0
Belgium,2012,1,2
Belgium,2012,1,2
Belgium,2012,0,2
Belgium,2012,4,1
Belgium,2012,1,4
Belgium,2012,3,2
Belgium,2012,6,1
Belgium,2012,5,1
Belgium,2012,1,1
Belgium,2012,0,0
Belgium,2012,2,1
Belgium,2012,1,3
Belgium,2012,0,0
Belgium,2012,2,2
Belgium,2012,1,0
Belgium,2012,1,1
Belgium,2012,0,0
Belgium,2012,1,3
Belgium,2012,1,0
Belgium,2012,2,0
Belgium,2012,2,6
Belgium,2012,3,1
Belgium,2012,1,0
Belgium,2012,3,0
Belgium,2012,1,1
Belgium,2012,0,1
Belgium,2012,1,4
Belgium,2012,3,1
Belgium,2012,0,1
Belgium,2012,1,2
Belgium,2012,1,1
Belgium,2012,2,1
Belgium,2012,2,0
Belgium,2012,0,0
Belgium,2012,1,1
Belgium,2012,3,4
Belgium,2012,0,3
Belgium,2012,0,2
Belgium,2012,6,1
Belgium,2012,4,1
Belgium,2012,0,2
Belgium,2012,1,7
Belgium,2012,1,2
Belgium,2012,2,1
Belgium,2012,0,5
Belgium,2012,1,1
Belgium,2012,1,0
Belgium,2012,0,1
Belgium,2012,3,1
Belgium,2012,2,2
Belgium,2012,2,2
Belgium,2012,0,0
Belgium,2012,0,0
Belgium,2012,1,2
Belgium,2012,2,0
Belgium,2012,2,1
Belgium,2012,1,0
Belgium,2012,3,2
Belgium,2012,2,2
Belgium,2012,0,2
Belgium,2012,1,1
Belgium,2012,1,0
Belgium,2012,1,3
Belgium,2012,2,4
Belgium,2012,1,2
Belgium,2012,0,2
Belgium,2012,2,2
Belgium,2012,2,3
Belgium,2012,1,1
Belgium,2012,2,2
Belgium,2012,0,0
Belgium,2012,4,1
Belgium,2012,3,0
Belgium,2012,1,2
Belgium,2012,2,1
Belgium,2012,3,0
Belgium,2012,1,0
Belgium,2012,1,1
Belgium,2013,0,1
Belgium,2013,3,1
Belgium,2013,0,0
Belgium,2013,2,6
Belgium,2013,4,0
Belgium,2013,0,0
Belgium,2013,2,3
Belgium,2013,0,3
Belgium,2013,0,0
Belgium,2013,2,0
Belgium,2013,0,0
Belgium,2013,2,1
Belgium,2013,2,0
Belgium,2013,0,2
Belgium,2013,2,1
Belgium,2013,2,0
Belgium,2013,2,2
Belgium,2013,4,1
Belgium,2013,2,1
Belgium,2013,1,0
Belgium,2013,2,1
Belgium,2013,1,1
Belgium,2013,3,0
Belgium,2013,1,2
Belgium,2013,3,1
Belgium,2013,0,1
Belgium,2013,0,2
Belgium,2013,1,0
Belgium,2013,1,1
Belgium,2013,1,0
Belgium,2013,2,0
Belgium,2013,1,2
Belgium,2013,2,0
Belgium,2013,2,0
Belgium,2013,2,0
Belgium,2013,1,1
Belgium,2013,1,1
Belgium,2013,0,2
Belgium,2013,0,2
Belgium,2013,0,1
Belgium,2013,2,2
